Date,Open,Close
"Nov 11, 2016",728.0,690.65
"Nov 15, 2016",690.65,633.2
"Nov 16, 2016",640.0,685.25
"Nov 17, 2016",694.0,690.6
"Nov 18, 2016",688.5,694.9
"Nov 21, 2016",700.0,675.2
"Nov 22, 2016",685.0,689.8
"Nov 23, 2016",698.8,714.95
"Nov 24, 2016",712.0,686.85
"Nov 25, 2016",689.8,699.25
"Nov 28, 2016",698.9,680.5
"Nov 29, 2016",694.85,734.0
"Nov 30, 2016",740.0,741.25
"Dec 01, 2016",748.9,743.1
"Dec 02, 2016",743.0,698.15
"Dec 05, 2016",696.0,707.8
"Dec 06, 2016",711.75,716.5
"Dec 07, 2016",720.95,705.15
"Dec 08, 2016",714.0,719.95
"Dec 09, 2016",721.95,714.4
"Dec 12, 2016",715.1,692.05
"Dec 13, 2016",695.0,676.2
"Dec 14, 2016",678.85,653.4
"Dec 15, 2016",648.0,659.55
"Dec 16, 2016",664.9,640.8
"Dec 19, 2016",638.8,603.65
"Dec 20, 2016",599.9,581.85
"Dec 21, 2016",586.0,578.6
"Dec 22, 2016",575.2,554.7
"Dec 23, 2016",551.0,519.9
"Dec 26, 2016",517.95,480.45
"Dec 27, 2016",475.0,518.95
"Dec 28, 2016",533.9,573.75
"Dec 29, 2016",578.0,598.15
"Dec 30, 2016",603.0,588.4
"Jan 02, 2017",599.8,602.45
"Jan 03, 2017",607.9,621.65
"Jan 04, 2017",621.8,628.7
"Jan 05, 2017",633.0,637.2
"Jan 06, 2017",643.5,621.85
"Jan 09, 2017",622.1,619.75
"Jan 10, 2017",619.05,631.85
"Jan 11, 2017",639.9,656.05
"Jan 12, 2017",660.9,662.95
"Jan 13, 2017",668.8,653.35
"Jan 16, 2017",659.6,671.85
"Jan 17, 2017",675.25,673.75
"Jan 18, 2017",673.75,684.55
"Jan 19, 2017",684.0,679.1
"Jan 20, 2017",677.85,663.0
"Jan 23, 2017",664.5,669.1
"Jan 24, 2017",685.0,676.8
"Jan 25, 2017",697.8,749.2
"Jan 27, 2017",749.2,742.3
"Jan 30, 2017",743.8,738.5
"Jan 31, 2017",741.0,735.6
"Feb 01, 2017",741.5,801.3
"Feb 02, 2017",802.0,823.9
"Feb 03, 2017",829.9,834.55
"Feb 06, 2017",836.0,824.95
"Feb 07, 2017",828.4,823.5
"Feb 08, 2017",829.0,815.85
"Feb 09, 2017",820.95,816.0
"Feb 10, 2017",820.0,816.85
"Feb 13, 2017",820.0,828.75
"Feb 14, 2017",834.5,836.9
"Feb 15, 2017",836.0,819.65
"Feb 16, 2017",824.25,836.5
"Feb 17, 2017",840.0,867.5
"Feb 20, 2017",868.6,871.7
"Feb 21, 2017",876.0,869.55
